"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/analytics/today-reports/?urlId=1310",1,0,29,29,29,29,17,0.02
"GET","/analytics/today-reports/?urlId=1311",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1312",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1313",1,0,64,64,64,64,17,0.02
"GET","/analytics/today-reports/?urlId=1314",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1315",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1316",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1317",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1318",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1319",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=132",1,0,880,881,881,881,17,0.02
"GET","/analytics/today-reports/?urlId=1320",1,0,49,49,49,49,17,0.02
"GET","/analytics/today-reports/?urlId=1321",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1322",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1323",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1324",1,0,35,35,35,35,17,0.02
"GET","/analytics/today-reports/?urlId=1325",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1326",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1327",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1328",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1329",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=133",1,0,1100,1130,1130,1130,17,0.02
"GET","/analytics/today-reports/?urlId=1330",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1331",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1332",1,0,37,37,37,37,17,0.02
"GET","/analytics/today-reports/?urlId=1333",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1334",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1335",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1336",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1337",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1338",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1339",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=134",1,0,1700,1685,1685,1685,17,0.02
"GET","/analytics/today-reports/?urlId=1340",1,0,39,39,39,39,17,0.02
"GET","/analytics/today-reports/?urlId=1341",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1342",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1343",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1344",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1345",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1346",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1347",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1348",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1349",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=135",1,0,1500,1493,1493,1493,17,0.02
"GET","/analytics/today-reports/?urlId=1350",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1351",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1352",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1353",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1354",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=1355",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1356",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1357",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1358",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1359",1,0,7,7,7,7,17,0.02
"GET","/analytics/today-reports/?urlId=136",1,0,1400,1353,1353,1353,17,0.02
"GET","/analytics/today-reports/?urlId=1360",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1361",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1362",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1363",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1364",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1365",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1366",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1367",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1368",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1369",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=137",1,0,210,208,208,208,17,0.02
"GET","/analytics/today-reports/?urlId=1370",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1371",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1372",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1373",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1374",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1375",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1376",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1377",1,0,45,45,45,45,17,0.02
"GET","/analytics/today-reports/?urlId=1378",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1379",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=138",1,0,1800,1751,1751,1751,17,0.02
"GET","/analytics/today-reports/?urlId=1380",1,0,39,39,39,39,17,0.02
"GET","/analytics/today-reports/?urlId=1381",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1382",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1383",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1384",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1385",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1386",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1387",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1388",1,0,43,43,43,43,17,0.02
"GET","/analytics/today-reports/?urlId=1389",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=139",1,0,1300,1268,1268,1268,17,0.02
"GET","/analytics/today-reports/?urlId=1390",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1391",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1392",1,0,33,33,33,33,17,0.02
"GET","/analytics/today-reports/?urlId=1393",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1394",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1395",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1396",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1397",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1398",1,0,29,29,29,29,17,0.02
"GET","/analytics/today-reports/?urlId=1399",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=14",1,0,1800,1761,1761,1761,17,0.02
"GET","/analytics/today-reports/?urlId=140",1,0,1400,1409,1409,1409,17,0.02
"GET","/analytics/today-reports/?urlId=1400",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1401",1,0,33,33,33,33,17,0.02
"GET","/analytics/today-reports/?urlId=1402",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1403",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1404",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1405",1,0,29,29,29,29,17,0.02
"GET","/analytics/today-reports/?urlId=1406",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1407",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1408",1,0,69,69,69,69,17,0.02
"GET","/analytics/today-reports/?urlId=1409",1,0,38,38,38,38,17,0.02
"GET","/analytics/today-reports/?urlId=141",1,0,770,773,773,773,17,0.02
"GET","/analytics/today-reports/?urlId=1410",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1411",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1412",1,0,100,101,101,101,17,0.02
"GET","/analytics/today-reports/?urlId=1413",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1414",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1415",1,0,72,72,72,72,17,0.02
"GET","/analytics/today-reports/?urlId=1416",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1417",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1418",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1419",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=142",1,0,1700,1709,1709,1709,17,0.02
"GET","/analytics/today-reports/?urlId=1420",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1421",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1422",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1423",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1424",1,0,240,239,239,239,17,0.02
"GET","/analytics/today-reports/?urlId=1425",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1426",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1427",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1428",1,0,110,110,110,110,17,0.02
"GET","/analytics/today-reports/?urlId=1429",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=143",1,0,660,662,662,662,17,0.02
"GET","/analytics/today-reports/?urlId=1430",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1431",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1432",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1433",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1434",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1435",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1436",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1437",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1438",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1439",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=144",1,0,300,296,296,296,17,0.02
"GET","/analytics/today-reports/?urlId=1440",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1441",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1442",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1443",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1444",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1445",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1446",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1447",1,0,47,47,47,47,17,0.02
"GET","/analytics/today-reports/?urlId=1448",1,0,38,38,38,38,17,0.02
"GET","/analytics/today-reports/?urlId=1449",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=145",1,0,1700,1692,1692,1692,17,0.02
"GET","/analytics/today-reports/?urlId=1450",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1451",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1452",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1453",1,0,110,111,111,111,17,0.02
"GET","/analytics/today-reports/?urlId=1454",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1455",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=1456",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1457",1,0,40,40,40,40,17,0.02
"GET","/analytics/today-reports/?urlId=1458",1,0,110,106,106,106,17,0.02
"GET","/analytics/today-reports/?urlId=1459",1,0,47,47,47,47,17,0.02
"GET","/analytics/today-reports/?urlId=146",1,0,2300,2286,2286,2286,17,0.02
"GET","/analytics/today-reports/?urlId=1460",1,0,65,65,65,65,17,0.02
"GET","/analytics/today-reports/?urlId=1461",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1462",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1463",1,0,84,84,84,84,17,0.02
"GET","/analytics/today-reports/?urlId=1464",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1465",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1466",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1467",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1468",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1469",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=147",1,0,2300,2286,2286,2286,17,0.02
"GET","/analytics/today-reports/?urlId=1470",1,0,250,246,246,246,17,0.02
"GET","/analytics/today-reports/?urlId=1471",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1472",1,0,31,31,31,31,17,0.02
"GET","/analytics/today-reports/?urlId=1473",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1474",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1475",1,0,31,31,31,31,17,0.02
"GET","/analytics/today-reports/?urlId=1476",1,0,36,36,36,36,17,0.02
"GET","/analytics/today-reports/?urlId=1477",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1478",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1479",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=148",1,0,140,141,141,141,17,0.02
"GET","/analytics/today-reports/?urlId=1480",1,0,35,35,35,35,17,0.02
"GET","/analytics/today-reports/?urlId=1481",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1482",1,0,23,23,23,23,17,0.02
"GET","/analytics/today-reports/?urlId=1483",1,0,47,47,47,47,17,0.02
"GET","/analytics/today-reports/?urlId=1484",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1485",1,0,55,55,55,55,17,0.02
"GET","/analytics/today-reports/?urlId=1486",1,0,37,37,37,37,17,0.02
"GET","/analytics/today-reports/?urlId=1487",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1488",1,0,36,36,36,36,17,0.02
"GET","/analytics/today-reports/?urlId=1489",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=149",1,0,1800,1753,1753,1753,17,0.02
"GET","/analytics/today-reports/?urlId=1490",1,0,56,56,56,56,17,0.02
"GET","/analytics/today-reports/?urlId=1491",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1492",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1493",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1494",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1495",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=1496",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1497",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1498",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1499",1,0,59,59,59,59,17,0.02
"GET","/analytics/today-reports/?urlId=15",1,0,820,820,820,820,17,0.02
"GET","/analytics/today-reports/?urlId=150",1,0,1500,1531,1531,1531,17,0.02
"GET","/analytics/today-reports/?urlId=1500",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1501",1,0,33,33,33,33,17,0.02
"GET","/analytics/today-reports/?urlId=1502",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1503",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1504",1,0,35,35,35,35,17,0.02
"GET","/analytics/today-reports/?urlId=1505",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1506",1,0,68,68,68,68,17,0.02
"GET","/analytics/today-reports/?urlId=1507",1,0,58,58,58,58,17,0.02
"GET","/analytics/today-reports/?urlId=1508",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1509",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=151",1,0,2100,2129,2129,2129,17,0.02
"GET","/analytics/today-reports/?urlId=1510",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1511",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1512",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1513",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=1514",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1515",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1516",1,0,49,49,49,49,17,0.02
"GET","/analytics/today-reports/?urlId=1517",1,0,23,23,23,23,17,0.02
"GET","/analytics/today-reports/?urlId=1518",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1519",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=152",1,0,850,848,848,848,17,0.02
"GET","/analytics/today-reports/?urlId=1520",1,0,55,55,55,55,17,0.02
"GET","/analytics/today-reports/?urlId=1521",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1522",1,0,38,38,38,38,17,0.02
"GET","/analytics/today-reports/?urlId=1523",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1524",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1525",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1526",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1527",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1528",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1529",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=153",1,0,1500,1481,1481,1481,17,0.02
"GET","/analytics/today-reports/?urlId=1530",1,0,86,86,86,86,17,0.02
"GET","/analytics/today-reports/?urlId=1531",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1532",1,0,35,35,35,35,17,0.02
"GET","/analytics/today-reports/?urlId=1533",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1534",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1535",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1536",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1537",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=1538",1,0,31,31,31,31,17,0.02
"GET","/analytics/today-reports/?urlId=1539",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=154",1,0,1300,1293,1293,1293,17,0.02
"GET","/analytics/today-reports/?urlId=1540",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1541",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1542",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1543",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1544",1,0,38,38,38,38,17,0.02
"GET","/analytics/today-reports/?urlId=1545",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1546",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1547",1,0,23,23,23,23,17,0.02
"GET","/analytics/today-reports/?urlId=1548",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1549",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=155",1,0,2200,2171,2171,2171,17,0.02
"GET","/analytics/today-reports/?urlId=1550",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1551",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1552",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1553",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1554",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1555",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1556",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1557",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1558",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1559",1,0,43,43,43,43,17,0.02
"GET","/analytics/today-reports/?urlId=156",1,0,550,549,549,549,17,0.02
"GET","/analytics/today-reports/?urlId=1560",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1561",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1562",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1563",1,0,59,59,59,59,17,0.02
"GET","/analytics/today-reports/?urlId=1564",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1565",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1566",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1567",1,0,7,7,7,7,17,0.02
"GET","/analytics/today-reports/?urlId=1568",1,0,84,84,84,84,17,0.02
"GET","/analytics/today-reports/?urlId=1569",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=157",1,0,400,397,397,397,17,0.02
"GET","/analytics/today-reports/?urlId=1570",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1571",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1572",1,0,29,29,29,29,17,0.02
"GET","/analytics/today-reports/?urlId=1573",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1574",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1575",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1576",1,0,36,36,36,36,17,0.02
"GET","/analytics/today-reports/?urlId=1577",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1578",1,0,31,31,31,31,17,0.02
"GET","/analytics/today-reports/?urlId=1579",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=158",1,0,2300,2343,2343,2343,17,0.02
"GET","/analytics/today-reports/?urlId=1580",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1581",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1582",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1583",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=1584",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1585",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1586",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1587",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1588",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1589",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=159",1,0,1500,1508,1508,1508,17,0.02
"GET","/analytics/today-reports/?urlId=1590",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1591",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1592",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1593",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=1594",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1595",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1596",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1597",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1598",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1599",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=16",1,0,1800,1760,1760,1760,17,0.02
"GET","/analytics/today-reports/?urlId=160",1,0,1800,1831,1831,1831,17,0.02
"GET","/analytics/today-reports/?urlId=1600",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1601",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1602",1,0,23,23,23,23,17,0.02
"GET","/analytics/today-reports/?urlId=1603",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=1604",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1605",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1606",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1607",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1608",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1609",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=161",1,0,1800,1791,1791,1791,17,0.02
"GET","/analytics/today-reports/?urlId=1610",1,0,78,78,78,78,17,0.02
"GET","/analytics/today-reports/?urlId=1611",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1612",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1613",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1614",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1615",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1616",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1617",1,0,49,49,49,49,17,0.02
"GET","/analytics/today-reports/?urlId=1618",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1619",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=162",1,0,1800,1786,1786,1786,17,0.02
"GET","/analytics/today-reports/?urlId=1620",1,0,57,57,57,57,17,0.02
"GET","/analytics/today-reports/?urlId=1621",1,0,8,8,8,8,17,0.02
"GET","/analytics/today-reports/?urlId=1622",1,0,16,16,16,16,17,0.02
